,name,city,country,region,members,fullurl,created,past_events,upcoming_events,visibility,last_event
1,Customer Data Science LA,Santa Monica,USA,US/Canada,620,https://www.meetup.com/Customer-Data-Science-LA/,20-06-2019,14,0,public_limited,01-10-2020
2,ODSC Vancouver Data Science,Vancouver,Canada,US/Canada,357,https://www.meetup.com/ODSC-Vancouver-Data-Science/,22-11-2019,58,1,public,02-06-2021
3,ODSC Denver Data Science,Denver,USA,US/Canada,167,https://www.meetup.com/ODSC-Denver-Data-Science/,22-11-2019,67,1,public,02-06-2021
4,Ulmer Data Science Stammtisch,Ulm,Germany,Europe,405,https://www.meetup.com/Ulmer-Data-Science-Stammtisch/,06-12-2017,10,0,public,25-11-2019
5,Western Mass Statistics and Data Science,Northampton,USA,US/Canada,529,https://www.meetup.com/Pioneer-Valley-and-Five-College-R-Statistical-Meetup/,02-01-2013,209,0,public,27-02-2020
10,Mad Over Data | Mumbai,Mumbai,India,Asia,215,https://www.meetup.com/Mad-Over-Data/,02-01-2020,4,0,public,16-08-2020
11,Mad Over Data | Delhi NCR,Delhi,India,Asia,419,https://www.meetup.com/Mad-Over-Data-Delhi-NCR/,07-01-2020,6,0,public,16-08-2020
12,Mad Over Data | Bangalore,Bangalore,India,Asia,431,https://www.meetup.com/Mad-Over-Data-Bangalore/,23-01-2020,5,0,public,16-08-2020
15,Master Cohorts,Nairobi,Kenya,Africa,262,https://www.meetup.com/Master-Data-Science/,03-04-2020,1,0,public,25-04-2020
36,Bhavnagar Data Analysis Meetup,Bhavnagar,India,Asia,35,https://www.meetup.com/Bhavnagar-Data-Analysis-Meetup/,15-06-2014,0,0,public,01-01-1970
40,Data Analytics GDL User Group,Guadalajara,Mexico,Latin America,320,https://www.meetup.com/Data-Analytics-GDL-User-Group/,13-04-2017,2,0,public,08-12-2017
41,Vancouver Data Visualization,Vancouver,Canada,US/Canada,4374,https://www.meetup.com/Vancouver-Data-Visualization/,14-03-2011,44,0,public,04-02-2021
45,Microsoft Advanced Analytics User Group,Mechelen,Belgium,Europe,764,https://www.meetup.com/Microsoft-Advanced-Analytics-User-Group/,17-11-2017,13,0,public,15-04-2019
46,Chile Elastic User Group,Santiago,Chile,Latin America,38,https://www.meetup.com/chile-elastic-user-group/,18-02-2021,4,0,public,08-06-2021
82,Indore Hadoop User Group,Indore,India,Asia,455,https://www.meetup.com/Indore-Hadoop-User-Group/,01-08-2014,0,0,public,01-01-1970
91,Central Illinois SAS® User Group Meetup,Springfield,USA,US/Canada,107,https://www.meetup.com/Central-Illinois-SAS-User-Group-Meetup/,14-11-2014,31,0,public,13-05-2021
94,Alteryx Meet and Greet Brisbane,Brisbane,Australia,Australia,19,https://www.meetup.com/Alteryx-User-Group-Brisbane/,24-04-2016,7,0,public,12-06-2019
99,KNIME User Group UK,London,United Kingdom,Europe,414,https://www.meetup.com/KNIME-User-Group-UK/,29-11-2013,38,1,public,01-06-2021
156,Collin County Data Science Education,Plano,USA,US/Canada,471,https://www.meetup.com/Collin-County-Data-Science-Education/,17-02-2019,14,0,public,23-04-2020
157,Data Science Festival - London,London,United Kingdom,Europe,11329,https://www.meetup.com/Data-Science-Festival-London/,25-04-2016,125,1,public,10-06-2021
158,ODSC Zurich Data Science,Zürich,Switzerland,Europe,1069,https://www.meetup.com/Zurich-Data-Sciece-ODSC/,02-08-2018,93,3,public,08-06-2021
159,ODSC Dublin Data Science,Dublin,Ireland,Europe,1472,https://www.meetup.com/Dublin-Data-Science-ODSC/,02-08-2018,95,4,public,08-06-2021
160,ODSC Austin Data Science,Austin,USA,US/Canada,738,https://www.meetup.com/Data-Science-ODSC-Austin/,21-12-2018,94,1,public,02-06-2021
161,ODSC Manchester Data Science,Manchester,United Kingdom,Europe,684,https://www.meetup.com/Data-Science-ODSC-Manchester/,16-08-2018,78,5,public,08-06-2021
162,Data Science Festival - Berlin,Berlin,Germany,Europe,476,https://www.meetup.com/meetup-group-Berlin/,16-10-2019,63,1,public,10-06-2021
163,ODSC Stockholm Data Science,Stockholm,Sweden,Europe,732,https://www.meetup.com/Stockholm-Data-Sciece-ODSC/,02-08-2018,68,3,public,08-06-2021
164,ODSC Birmingham Data Science,Birmingham,United Kingdom,Europe,412,https://www.meetup.com/data-science-ODSC-Birmingham/,14-08-2018,74,5,public,08-06-2021
165,ODSC Lviv Data Science,L'viv,Ukraine,Europe,270,https://www.meetup.com/Data-Science-ODSC-Lviv/,13-08-2018,72,3,public,08-06-2021
166,Data Science Hub,Mumbai,India,Asia,883,https://www.meetup.com/Data-Science-Hub/,04-05-2019,60,1,public,29-05-2021
167,Lekki Data Science Meetup,Lagos,Nigeria,Africa,2714,https://www.meetup.com/Lekki-Data-Science-Meetup/,06-03-2017,9,0,public,27-06-2020
168,Data Science Nantes,Nantes,France,Europe,582,https://www.meetup.com/Data-Science-Nantes/,03-12-2018,8,0,public,09-03-2021
169,Newcastle Upon Tyne Data Science Meetup,Newcastle Upon Tyne,United Kingdom,Europe,948,https://www.meetup.com/Newcastle-Upon-Tyne-Data-Science-Meetup/,08-05-2017,18,0,public,16-03-2021
170,Data Science Talks,São Paulo,Brazil,Latin America,1309,https://www.meetup.com/Data-Science-Talks/,19-04-2019,4,0,public,01-05-2020
171,Data Science Curitiba,Curitiba,Brazil,Latin America,1483,https://www.meetup.com/Data-Science-Curitiba/,29-09-2017,14,0,public_limited,11-02-2020
172,Data Science and Machine Learning Meet,Pune,India,Asia,1539,https://www.meetup.com/Data-Science-and-Machine-Learning/,06-12-2017,17,0,public,18-06-2020
173,Python And Data Science For Freshers Training and Workshop,Bangalore,India,Asia,2292,https://www.meetup.com/Python-And-Data-Science-For-Freshers-Training-Workshop/,28-08-2018,5,0,public,30-03-2020
174,New Haven Data Science,New Haven,USA,US/Canada,532,https://www.meetup.com/New-Haven-Data-Science-Meetup/,15-03-2015,12,0,public,04-06-2018
175,Data Science After Dark,Springfield,USA,US/Canada,255,https://www.meetup.com/Data-Science-After-Dark/,22-03-2019,8,0,public,16-06-2020
176,Winnipeg Data Science - Projects - Machine Learning with SQL,Winnipeg,Canada,US/Canada,110,https://www.meetup.com/Winnipeg-Data-Science-Projects/,05-11-2018,12,0,public,17-03-2019
177,KL Data Science,Kuala Lumpur,Malaysia,Asia,150,https://www.meetup.com/KL-Data-Science/,31-05-2019,0,0,public,01-01-1970
178,Data Science Case Studies and Interview Prep,Mountain View,USA,US/Canada,542,https://www.meetup.com/DSCaseStudies/,29-04-2019,25,0,public,05-07-2020
179,San Francisco Data Science Leadership Meetup,San Francisco,USA,US/Canada,57,https://www.meetup.com/San-Francisco-Data-Science-Leadership-Meetup/,12-02-2020,1,0,public,27-02-2020
180,SF - Bay Area Data Science Initiative,San Francisco,USA,US/Canada,796,https://www.meetup.com/SF-Bay-Area-Data-Science-Initiative/,10-02-2020,86,2,public,24-05-2021
181,Bay Area Data Science Enthusiasts,Palo Alto,USA,US/Canada,2257,https://www.meetup.com/Bay-Area-Data-Science-Enthusiasts/,11-02-2019,163,2,public,24-05-2021
182,ODSC Delhi Data Science,Delhi,India,Asia,2977,https://www.meetup.com/Delhi-Data-Science-ODSC/,23-05-2019,53,2,public,10-06-2021
183,ODSC Lisbon Data Science,Lisbon,Portugal,Europe,400,https://www.meetup.com/Lisbon-Data-Science-ODSC/,24-07-2019,59,3,public,08-06-2021
184,ODSC Cambridge Data Science,Cambridge,United Kingdom,Europe,422,https://www.meetup.com/data-science-odsc-cambridge/,14-08-2018,73,5,public,08-06-2021
185,Data Science Festival - Lagos,Lagos,Nigeria,Africa,410,https://www.meetup.com/Data-Science-Festival-Lagos/,22-06-2020,55,1,public,10-06-2021
186,ODSC Milano Data Science,Milano,Italy,Europe,1828,https://www.meetup.com/Milano-Data-Science-ODSC/,03-08-2018,95,3,public,08-06-2021
187,ODSC Edinburgh Data Science,Edinburgh,United Kingdom,Europe,571,https://www.meetup.com/Edinburgh-ODSC-Data-Science/,10-08-2018,71,5,public,08-06-2021
188,ODSC Madrid Data Science,Madrid,Spain,Europe,947,https://www.meetup.com/Madrid-Data-Science-ODSC/,02-08-2018,79,3,public,08-06-2021
189,ODSC Amsterdam Data Science,Amsterdam,Netherlands,Europe,858,https://www.meetup.com/Amsterdam-Data-Science-ODSC/,02-08-2018,77,3,public,08-06-2021
190,ODSC Copenhagen Data Science,Copenhagen,Denmark,Europe,674,https://www.meetup.com/Copenhagen-Data-Sciece-ODSC/,02-08-2018,70,3,public,08-06-2021
191,Data Science - For Beginners (Hyderabad),Hyderabad,India,Asia,1055,https://www.meetup.com/Data-Science-For-Beginners-Hyderabad/,21-02-2020,70,0,public,12-06-2021
192,ODSC Sao Paulo Data Science,São Paulo,Brazil,Latin America,2264,https://www.meetup.com/Sao-Paulo-Data-Science-ODSC/,14-12-2018,86,1,public,02-06-2021
193,ODSC Berlin Data Science,Berlin,Germany,Europe,697,https://www.meetup.com/Berlin-Data-Science-ODSC/,02-08-2018,75,3,public,08-06-2021
194,ODSC Kyiv Data Science,Kyiv,Ukraine,Europe,616,https://www.meetup.com/Data-Science-Kyiv-ODSC/,13-08-2018,66,3,public,08-06-2021
195,Data Science Festival - Leeds,Leeds,United Kingdom,Europe,289,https://www.meetup.com/Data-Science-Festival-Leeds/,16-10-2019,64,1,public,10-06-2021
196,ODSC Los Angeles Data Science,Los Angeles,USA,US/Canada,740,https://www.meetup.com/Data-Science-ODSC-Los-Angeles/,06-09-2018,94,1,public,02-06-2021
197,AfterWork Data Science Lagos,Lagos,Nigeria,Africa,468,https://www.meetup.com/AfterWork-Data-Science-Lagos/,27-05-2020,16,1,public,10-06-2021
198,ODSC Glasgow Data Science,Glasgow,United Kingdom,Europe,536,https://www.meetup.com/ODSC-Glasgow-Data-Science/,10-08-2018,75,5,public,08-06-2021
199,ODSC Chicago Data Science,Chicago,USA,US/Canada,723,https://www.meetup.com/ODSC-Chicago-Data-Science/,21-12-2018,96,1,public,02-06-2021
200,ODSC Singapore Data Science,Singapore,Singapore,Asia,739,https://www.meetup.com/Singapore-Data-Science-ODSC/,04-02-2019,22,1,public,19-12-2020
201,Bamako Data Science,Bamako,Mali,Africa,297,https://www.meetup.com/Bamako-Data-Science/,02-07-2018,20,0,public,05-02-2021
202,Data Science Unplugged,Lisbon,Portugal,Europe,423,https://www.meetup.com/Data-Science-Unplugged/,03-10-2017,7,0,public,13-04-2019
203,Palestine Data Science Meetup,Ramallah,Palestine,Asia,168,https://www.meetup.com/Palestine-Data-Science-Meetup/,21-05-2017,0,0,public,01-01-1970
204,L3 Data Science: A Space to Learn and Grow,London,United Kingdom,Europe,149,https://www.meetup.com/L3-Data-Science-A-Space-to-Learn-and-Grow/,18-06-2020,0,0,public,01-01-1970
205,Data Science Rotterdam,Rotterdam,Netherlands,Europe,985,https://www.meetup.com/Data-Science-Rdm/,07-03-2015,9,0,public,23-09-2020
206,Practical Data Science,Bangalore,India,Asia,4700,https://www.meetup.com/Practical-Data-Science-Workshops-Bangalore/,05-02-2016,23,0,public,01-03-2021
207,"Practical ML, DL & Data Science Group -Webinars & discussion",Bangalore,India,Asia,225,https://www.meetup.com/practical-data-science-group/,06-04-2021,1,0,public,08-05-2021
208,Data Science Study Group: South Florida,Miami,USA,US/Canada,1573,https://www.meetup.com/Data-Science-Study-Group-South-Florida/,06-07-2017,65,0,public,07-10-2020
209,Fresno Data Science Meetup,Fresno,USA,US/Canada,450,https://www.meetup.com/Fresno-Data-Science-Meetup/,17-03-2019,27,0,public,23-04-2021
210,Open Data Science - Christchurch,Christchurch,New Zealand,Australia,21,https://www.meetup.com/Christchurch-Data-Science-Group/,07-03-2019,3,0,public,18-05-2019
211,London Data Science Journal Club,London,United Kingdom,Europe,3411,https://www.meetup.com/London-Data-Science-Journal-Club/,15-06-2015,55,0,public,25-05-2021
212,Fort Collins Data Science,Fort Collins,USA,US/Canada,515,https://www.meetup.com/Fort-Collins-Data-Science/,02-09-2015,135,1,public,21-04-2021
213,Berlin Real World Data Science/Machine Learning Group,Berlin,Germany,Europe,659,https://www.meetup.com/Berlin-Real-World-Data-Science-Machine-Learning-Group/,10-04-2016,0,0,public,01-01-1970
214,"Charlotte Women of Data Science, Machine Learning and AI",Charlotte,USA,US/Canada,123,https://www.meetup.com/Charlotte-Women-of-Data-Science-Deep-Learning-ML-AI/,27-02-2019,1,0,public,20-03-2019
215,Applied Data Science of Atlanta,Atlanta,USA,US/Canada,1200,https://www.meetup.com/Applied-Data-Science-of-Atlanta/,26-04-2015,25,0,public,03-12-2019
216,Data Science Festival - Dublin,Dublin,Ireland,Europe,2168,https://www.meetup.com/Data-Science-Festival-Dublin/,10-05-2018,74,1,public,10-06-2021
217,ODSC Data Science Bengaluru,Bangalore,India,Asia,3404,https://www.meetup.com/ODSC-Data-Science-Bengaluru/,25-08-2017,18,2,public,01-02-2020
218,Data Science Nairobi,Nairobi,Kenya,Africa,1822,https://www.meetup.com/Data-Science-Nairobi/,24-01-2016,7,0,public,22-04-2017
219,Data Science Den Haag,Den Haag,Netherlands,Europe,136,https://www.meetup.com/Data-Science-Den-Haag/,07-04-2017,0,0,public,01-01-1970
220,Data Science Retreat,Berlin,Germany,Europe,2093,https://www.meetup.com/Data-Science-Retreat/,07-08-2017,26,0,public,06-04-2021
221,Practical Data Science and Machine Learning,Århus,Denmark,Europe,548,https://www.meetup.com/datasciencedk/,29-03-2014,7,0,public,19-03-2020
222,Data Science for Non-Profits,San Diego,USA,US/Canada,508,https://www.meetup.com/Data-Science-for-Non-Profits/,15-06-2019,23,0,public,13-01-2021
223,Learn Data Science,Vancouver,Canada,US/Canada,5507,https://www.meetup.com/LearnDataScience/,04-04-2015,356,9,public,11-06-2021
224,Data Science Lab,London,United Kingdom,Europe,3086,https://www.meetup.com/data-science-lab/,17-01-2013,48,1,public_limited,27-05-2021
225,Data Science Dojo – Seattle,Redmond,USA,US/Canada,3460,https://www.meetup.com/data-science-dojo/,09-11-2013,67,2,public,12-05-2021
226,Data Science Tbilisi,Tbilisi,Georgia,Asia,1526,https://www.meetup.com/Data-Science-Tbilisi/,05-09-2016,50,0,public,20-05-2021
227,Open Data Science Group,London,United Kingdom,Europe,310,https://www.meetup.com/opendatascience/,07-12-2013,1,0,public,05-06-2017
228,Data Science NL,Amsterdam,Netherlands,Europe,3070,https://www.meetup.com/DataScienceNL/,02-10-2012,13,0,public,28-11-2019
229,Charlottesville Data Science,Charlottesville,USA,US/Canada,818,https://www.meetup.com/CharlottesvilleDataScience/,24-05-2016,19,0,public,27-02-2020
230,Southern Data Science (BBDS),Atlanta,USA,US/Canada,2112,https://www.meetup.com/Southern-Data-science/,23-03-2017,45,0,public,29-11-2020
231,Nara Data Science and Engineering,Jakarta,Indonesia,Asia,64,https://www.meetup.com/Nara-Data-Science-and-Engineering/,01-10-2018,0,0,public,01-01-1970
232,Westlake Village Data Science Meetup,Westlake Village,USA,US/Canada,1269,https://www.meetup.com/Westlake-Village-Data-Science-Meetup/,14-11-2013,110,0,public,13-03-2020
233,Data Science & Business Intelligence Society of Atlanta,Atlanta,USA,US/Canada,5074,https://www.meetup.com/Atlanta-Society-for-Business-Intelligence/,02-01-2010,116,0,public,08-06-2021
234,Data Science Johannesburg,Johannesburg,South Africa,Africa,1855,https://www.meetup.com/Data-Science-Johannesburg/,26-04-2012,34,1,public,02-03-2021
235,Big Data Science,Fremont,USA,US/Canada,5151,https://www.meetup.com/Big-Data-Science/,25-01-2012,120,25,public,14-02-2020
236,Silicon Valley Data Science Predictive Analytics Meetup,Santa Clara,USA,US/Canada,1316,https://www.meetup.com/Silicon-Valley-Data-Science-Predictive-Analytics-Meetup/,16-06-2016,102,0,public,05-06-2021
237,Data Science & Big Data - Izmir,Izmir,Turkey,Europe,2161,https://www.meetup.com/Data-Science-Big-Data-Izmir/,17-12-2017,9,0,public,14-10-2020
238,London Data Science Workshop,London,United Kingdom,Europe,5086,https://www.meetup.com/London-Data-Science-Workshop/,07-06-2015,81,0,public,03-03-2020
239,Data Science & Machine Learning Wroclaw,Wroclaw,Poland,Europe,1833,https://www.meetup.com/Data-Science-Wroclaw/,16-03-2015,23,0,public,25-04-2019
240,Data Science Manchester,Sale,United Kingdom,Europe,361,https://www.meetup.com/Data-Science-Manchester/,28-11-2015,0,0,public,01-01-1970
241,Leeds Data Science Meetup,Leeds,United Kingdom,Europe,749,https://www.meetup.com/Leeds-Data-Science-Meetup/,09-04-2018,14,0,public,28-01-2020
242,Dubai Data Science,Dubai,U.A.E.,Asia,2396,https://www.meetup.com/Dubai-Data-Science-Meetup/,16-09-2016,35,0,public,22-01-2021
243,Hyderabad BigData and Data Science Meetup,Hyderabad,India,Asia,521,https://www.meetup.com/Hyderabad-BigData-and-Data-Science-Meetup/,26-10-2014,0,0,public,01-01-1970
244,ROC Data Science,Rochester,USA,US/Canada,786,https://www.meetup.com/ROC-Data-Science/,11-03-2015,17,0,public,12-03-2021
245,Data Science KC,Kansas City,USA,US/Canada,2155,https://www.meetup.com/Data-Science-KC/,21-06-2013,54,0,public,05-11-2020
246,Women in Data Science - ATX,Austin,USA,US/Canada,1200,https://www.meetup.com/Women-in-Data-Science-ATX/,16-07-2015,134,0,public,07-05-2021
247,San Antonio Women in Machine Learning & Data Science,San Antonio,USA,US/Canada,182,https://www.meetup.com/San-Antonio-Women-in-Machine-Learning-and-Data-Science/,19-03-2019,9,0,public_limited,26-02-2020
248,Salt Lake City Data Science,Salt Lake City,USA,US/Canada,1422,https://www.meetup.com/Salt-Lake-City-Data-Science/,21-02-2014,32,0,public,19-02-2020
249,San Diego Women in Data Science,San Diego,USA,US/Canada,382,https://www.meetup.com/San-Diego-Women-in-Data-Science/,12-05-2016,57,0,public_limited,31-01-2019
250,Palo Alto Data Science Association,Palo Alto,USA,US/Canada,3166,https://www.meetup.com/Palo-Alto-Data-Science-Association/,06-11-2013,109,8,public,28-12-2019
251,Data Science Breakfast Meetup,Sydney,Australia,Australia,1843,https://www.meetup.com/The-Sydney-Data-Science-Breakfast-Meetup-Group/,16-09-2015,59,0,public,11-11-2019
252,Honolulu Data Science Group,Honolulu,USA,US/Canada,141,https://www.meetup.com/Honolulu-Data-Science-Group/,30-01-2015,39,0,public_limited,24-04-2019
253,Data.Science.London,London,United Kingdom,Europe,1322,https://www.meetup.com/DSLondon/,06-02-2016,24,5,public,03-06-2021
254,Data Science Łódź,Łódź,Poland,Europe,713,https://www.meetup.com/data-science-lodz/,04-10-2015,18,0,public,13-01-2020
255,Data Science Indy,Indianapolis,USA,US/Canada,1068,https://www.meetup.com/dsindy/,13-02-2013,73,0,public_limited,13-02-2020
256,Data Science Workshop,Chicago,USA,US/Canada,799,https://www.meetup.com/Data-Science-Workshop/,10-09-2015,5,0,public,29-10-2016
257,East Bay Data Science & Engineering,Oakland,USA,US/Canada,778,https://www.meetup.com/East-Bay-Data-Science/,13-05-2016,8,0,public,31-01-2019
258,PhillyTalent Evaluation@AI - Leverage for Data Science,Philadelphia,USA,US/Canada,387,https://www.meetup.com/PhillyTalent/,05-09-2018,36,0,public,12-05-2020
259,Skillspire - Bellevue Data Analytics Meetup,Bellevue,USA,US/Canada,536,https://www.meetup.com/meetup-group-Skillspire-Bellevue-Data-Analytics-Meetup/,27-06-2017,7,0,public,05-06-2021
260,Computational Social Science  University of Maryland (CS2UM),Laurel,USA,US/Canada,374,https://www.meetup.com/Computational-Social-Science-University-of-Maryland-CS2UM/,28-01-2017,7,0,public,15-05-2019
261,Diversity in Data,Gaithersburg,USA,US/Canada,321,https://www.meetup.com/Diversity-in-data/,08-02-2017,7,0,public,10-01-2019
262,Open Data New York ODSC,New York,USA,US/Canada,2868,https://www.meetup.com/open-data-nyc-odsc/,06-02-2008,206,1,public,02-06-2021
263,"Barcelona Science, Machine Learning, and AI Meetup Group",Barcelona,Spain,Europe,147,https://www.meetup.com/barcelona-science-machine-learning-and-ai-meetup-group/,14-01-2021,2,0,public,12-03-2021
264,Data Science Silesia,Katowice,Poland,Europe,529,https://www.meetup.com/Data-Science-Silesia/,07-12-2017,7,0,public,07-05-2019
265,Big Data NL,Amsterdam,Netherlands,Europe,137,https://www.meetup.com/Big-Data-NL/,21-07-2020,6,0,public,01-09-2020
266,Data Analytics & Business Intelligence,Bangalore,India,Asia,259,https://www.meetup.com/Data_Science_ATMinds/,20-04-2017,0,0,public,01-01-1970
267,NOVA Data School Meetup,Fairfax,USA,US/Canada,244,https://www.meetup.com/NOVA-Data-School-Meetup/,25-03-2019,9,0,public,12-10-2019
268,"Women in Data Science, Power and Engineering. Nuevo León",Monterrey,Mexico,Latin America,468,https://www.meetup.com/Women-inData-Women-in-Data-Science-Meetup/,14-02-2018,25,0,public,05-03-2021
269,Data Scientists Ireland,Dublin,Ireland,Europe,4585,https://www.meetup.com/DataScientistsIreland/,19-02-2014,216,4,public,07-04-2021
270,Saudi Data,Riyadh,Saudi Arabia,Asia,2477,https://www.meetup.com/Saudi-Data-2030/,03-01-2019,23,0,public,23-11-2020
271,Totta data lab,Amsterdam,Netherlands,Europe,162,https://www.meetup.com/Totta-data-lab/,09-08-2017,6,0,public,27-08-2020
272,Colorado Big Data Enthusiasts,Denver,USA,US/Canada,355,https://www.meetup.com/Colorado-Big-Data-Enthusiasts/,27-05-2015,16,0,public,23-10-2018
273,Ankara Data Science and Big Data Meetup,Ankara,Turkey,Europe,2169,https://www.meetup.com/Ankara-Data-Science-and-Big-Data-Meetup/,16-12-2015,4,0,public,09-05-2016
274,Data Education DC,Washington,USA,US/Canada,2816,https://www.meetup.com/Data-Education-DC/,16-01-2014,81,0,public,28-01-2021
275,Women in Data Calgary,Calgary,Canada,US/Canada,930,https://www.meetup.com/Women-in-Data-Calgary/,19-06-2018,34,2,public,21-05-2021
276,Waterloo Data Science and Data Engineering,Waterloo,Canada,US/Canada,1840,https://www.meetup.com/Waterloo-Data-Science-and-Data-Engineering/,15-10-2015,28,1,public,09-03-2021
277,Valence Data Science for Human Good,Valence,France,Europe,160,https://www.meetup.com/Valence-DataScience-for-Human-Good/,27-01-2017,4,0,public,30-01-2020
278,Bristol Data Scientists,Bristol,United Kingdom,Europe,1623,https://www.meetup.com/Bristol-Data-Scientists/,26-08-2014,19,0,public,28-01-2020
279,Moscow Data Fest,Moscow,Russia,Europe,1620,https://www.meetup.com/Moscow-Data-Fest/,24-08-2015,5,0,public,28-04-2018
280,Bucks County Data Science (DataBucks),Chalfont,USA,US/Canada,127,https://www.meetup.com/DataBucks/,05-10-2013,3,0,public,06-11-2014
281,Charleston Data Science,Charleston,USA,US/Canada,829,https://www.meetup.com/Charleston-Data-Science/,05-10-2014,32,0,public,10-02-2021
282,The Data Scientist-Chicago,Northbrook,USA,US/Canada,704,https://www.meetup.com/The-Data-Scientist_Chicago/,18-07-2014,5,0,public,02-11-2016
283,Seattle Data Geeks,Seattle,USA,US/Canada,2519,https://www.meetup.com/seattle-data-geeks/,24-06-2013,44,0,public,02-04-2021
284,The Perth Data Science Meetup,Perth,Australia,Australia,660,https://www.meetup.com/Perth-Data-Science/,28-03-2012,32,0,public,15-05-2019
285,Big Data Gods,Sunnyvale,USA,US/Canada,1114,https://www.meetup.com/Big-Data-Gods/,08-04-2013,43,0,public,04-06-2021
286,Chiang Mai Data Analytics Meetup,Chiang Mai,Thailand,Asia,56,https://www.meetup.com/Chiang-Mai-Data-Analytics-Meetup/,27-12-2018,0,0,public,01-01-1970
